Date Confirmed Deaths Recovered Active
2020-04-04 1746 73 914 759
2020-04-05 2281 83 989 1209
2020-04-06 2561 92 997 1472
2020-04-07 2954 107 1301 1546
2020-04-08 4342 121 1333 2888
2020-04-09 5256 138 1438 3680
2020-04-10 5897 169 1569 4159
2020-04-11 6848 181 1739 4928
2020-04-12 7519 193 1798 5528
2020-04-13 9784 216 2642 6926
2020-04-14 10303 230 2869 7204
2020-04-15 11475 254 3108 8113
2020-04-16 12491 274 6120 6097
2020-04-17 13489 300 6541 6648
2020-04-18 14420 348 6684 7388
2020-04-19 15628 400 6811 8417
2020-04-20 16325 445 6968 8912
2020-04-21 17837 484 6982 10371
2020-04-22 19250 530 7027 11693
2020-04-23 20914 572 7422 12920
2020-04-24 21648 634 7496 13518
2020-04-25 25331 700 7797 16834
2020-04-26 27517 728 8088 18701
2020-04-27 28699 782 8425 19492
2020-04-28 31190 854 9179 21157
2020-04-29 33931 943 10037 22951
2020-04-30 36976 1051 10405 25520
2020-05-01 40459 1124 11129 28206
2020-05-02 42534 1200 12434 28900
2020-05-03 45928 1286 13550 31092
2020-05-04 47372 1344 14427 31601
2020-05-05 51189 1444 15413 34332
2020-05-06 54817 1533 17527 35757
2020-05-07 58526 1627 18388 38511
2020-05-08 61847 1714 19012 41121
2020-05-09 65015 1814 20246 42955
2020-05-10 67307 1889 21349 44069
2020-05-11 68822 1961 22406 44455
2020-05-12 72059 2057 23324 46678
2020-05-13 76306 2169 24324 49813
2020-05-14 80604 2267 25151 53186
2020-05-15 84495 2392 27147 54956
2020-05-16 88541 2523 28272 57746
2020-05-17 92273 2648 28621 61004
2020-05-18 94933 2789 30306 61838
2020-05-19 99483 2914 36524 60045
2020-05-20 104020 3024 41968 59028
2020-05-21 108769 3148 43587 62034
2020-05-22 111698 3244 44848 63606
2020-05-23 115754 3373 47915 64466
2020-05-24 119959 3456 49795 66708
2020-05-25 123979 3629 50949 69401
2020-05-26 129751 3788 52906 73057
2020-05-27 135905 3983 56169 75753
2020-05-28 141779 4099 59442 78238
2020-05-29 148285 4230 62791 81264
2020-05-30 155671 4371 66447 84853
2020-05-31 164476 4506 67208 92762
2020-06-01 170039 4634 68507 96898
2020-06-02 178165 4767 69257 104141
2020-06-03 178914 4894 72319 101701
2020-06-04 183198 5031 76228 101939
2020-06-05 187400 5162 79214 103024
2020-06-06 191758 5301 82731 103726
2020-06-07 196515 5465 86219 104831
2020-06-08 199696 5571 89556 104569
2020-06-09 203736 5738 92929 105069
2020-06-10 208823 5903 98031 104889
2020-06-11 214788 6088 102429 106271
2020-06-12 214788 6088 107133 101567
2020-06-13 220749 6308 111724 102717
2020-06-14 229736 6688 115579 107469
2020-06-15 232992 6860 119409 106723
2020-06-16 237156 7056 125205 104895
2020-06-17 240908 7257 128622 105029
2020-06-18 244388 7461 131190 105737
2020-06-19 247925 7660 135520 104745
2020-06-20 251338 7861 143017 100460
2020-06-21 254936 8045 141967 104924
2020-06-22 257447 8223 145320 103904
2020-06-23 260810 8404 148437 103969
2020-06-24 264689 8586 151589 104514
2020-06-25 268602 8761 151225 108616
2020-06-26 272364 8939 159806 103619
2020-06-27 275989 9135 164024 102830
2020-06-28 279419 9317 167998 102104
2020-06-29 282365 9504 171159 101702
2020-06-30 285213 9677 174535 101001
2020-07-01 288477 9860 178245 100372
2020-07-02 292004 10045 182097 99862
2020-07-03 295599 10226 185852 99521
2020-07-04 299080 10412 189621 99047
2020-07-05 302718 10589 193957 98172
2020-07-06 305703 10772 197619 97312
2020-07-07 309278 10952 200938 97388
2020-07-08 312911 11133 204748 97030
2020-07-09 316448 11314 207802 97332
2020-07-10 319646 11500 210638 97508
2020-07-11 322710 11682 214152 96876
2020-07-12 326326 11870 217111 97345
2020-07-13 330123 12054 221008 97061
2020-07-14 333867 12229 223261 98377
2020-07-15 337751 12417 226400 98934
2020-07-16 341586 12615 230994 97977
2020-07-17 345537 12799 233982 98756
2020-07-18 349500 12998 238086 98416
2020-07-19 353590 13187 241955 98448
2020-07-20 357681 13384 245081 99216
2020-07-21 362087 13579 248746 99762
2020-07-22 366550 13767 252246 100537
2020-07-23 371096 17654 255945 97497
2020-07-24 375961 17843 259423 98695
2020-07-25 375961 17843 259423 98695
2020-07-26 375961 17843 267850 90268
2020-07-27 389717 18418 272547 98752
2020-07-28 395005 18612 276452 99941
2020-07-29 400683 18816 280044 101823
2020-07-30 400683 18816 283915 97952
2020-07-31 407492 19021 283915 104556
2020-08-01 407492 19021 287127 101344
2020-08-02 428850 19614 294187 115049
2020-08-03 433100 19811 298091 115198
2020-08-04 439890 20007 302457 117426
2020-08-05 447624 20228 306430 120966
2020-08-06 455409 20424 310337 124648
2020-08-07 463875 20649 314332 128894
2020-08-08 463875 20649 319171 124055
2020-08-09 478024 21072 324020 132932
2020-08-10 483133 21276 324020 137837
2020-08-11 489680 21501 329404 138775
2020-08-12 489680 21501 341938 126241
2020-08-13 498555 21713 341938 134904
2020-08-14 516296 25856 354232 136208
2020-08-15 516296 25856 359781 130659
2020-08-16 525803 26075 365367 134361
2020-08-17 535946 26281 370717 138948
2020-08-18 541493 26481 374019 140993
2020-08-19 549321 26658 377453 145210
2020-08-20 558420 26834 380730 150856
2020-08-21 567059 27034 380730 159295
2020-08-22 576067 27245 380730 168092
2020-08-23 585236 27453 399357 158426
2020-08-24 594326 27663 399357 167306
2020-08-25 600438 27813 414577 158048
2020-08-26 607382 28001 414577 164804
2020-08-27 613378 28124 421877 163377
2020-08-28 621997 28277 429662 164058
2020-08-29 629961 28471 438017 163473
2020-08-30 639435 28607 446675 164153
2020-08-31 647166 28788 455457 162921
2020-09-01 652037 28944 471599 151494
2020-09-02 657129 29068 480177 147884
2020-09-03 657129 29068 480177 147884
2020-09-04 670145 29405 498523 142217
2020-09-05 676848 29554 498523 148771
2020-09-06 683702 29687 506422 147593
2020-09-07 689977 29838 522251 137888
2020-09-08 691575 29976 522251 139348
2020-09-09 696190 30123 536959 129108
2020-09-10 702776 30236 536959 135581
2020-09-11 710067 30344 544745 134978
2020-09-12 716670 30470 559321 126879
2020-09-13 722832 30526 559321 132985
2020-09-14 729619 30710 566796 132113
2020-09-15 733860 30812 573364 129684
2020-09-16 738020 30927 580753 126340
2020-09-17 744400 31051 594513 118836
2020-09-18 750098 31146 594513 124439
2020-09-19 756412 31283 594513 130616
2020-09-20 762865 31369 607837 123659
2020-09-21 768895 31369 607837 129689
2020-09-22 768895 31369 607837 129689
2020-09-23 776546 31568 636489 108489
2020-09-24 782695 31870 636489 114336
2020-09-25 794584 32037 636489 126058
2020-09-26 794584 32037 657836 104711
2020-09-27 800142 32142 657836 110164
2020-09-28 805302 32262 664490 108550
2020-09-29 808714 32324 670989 105401
2020-09-30 811768 32396 676925 102447
2020-10-01 814829 32463 690528 91838
2020-10-02 818297 32535 690528 95234
2020-10-03 821564 32609 695645 93310
2020-10-04 821564 32609 700868 88087
2020-10-05 828169 32742 706223 89204
2020-10-06 829999 32834 712888 84277
2020-10-07 832929 32914 723606 76409
2020-10-08 835662 33009 728216 74437
2020-10-09 838614 33098 728216 77300
2020-10-10 846088 33223 733000 79865
2020-10-11 849371 33305 738189 77877
2020-10-12 851171 33357 743969 73845
2020-10-13 853974 33419 748097 72458
2020-10-14 853974 33419 753959 66596
2020-10-15 859740 33577 759597 66566
2020-10-16 859740 33577 769077 57086
2020-10-17 862417 33648 774356 54413
2020-10-18 865549 33702 774356 57491
2020-10-19 868675 33759 784056 50860
2020-10-20 870876 33820 788494 48562
2020-10-21 874118 33875 788494 51749
2020-10-22 879876 33984 796719 49173
2020-10-23 879876 33984 796719 49173
2020-10-24 883116 34033 800480 48603
2020-10-25 888715 34149 803846 50720
2020-10-26 888715 34149 810995 43571
2020-10-27 890574 34197 810995 45382
2020-10-28 892497 34257 816688 41552
2020-10-29 894928 34315 819717 40896
2020-10-30 897594 34362 819717 43515
2020-10-31 900180 34411 822316 43453
2020-11-01 902503 34476 825197 42830
2020-11-02 902503 34476 830612 37415
2020-11-03 902503 34476 830612 37415
2020-11-04 911787 34671 832929 44187
2020-11-05 914722 34730 838265 41727
2020-11-06 914722 34730 838265 41727
2020-11-07 917503 34783 838783 43937
2020-11-08 920010 34821 846215 38974
2020-11-09 922333 34879 846215 41239
